25.122068,59.188473,0.8011254,25.122068,56.58105,0.8364938,25.122068,53.97363,0.83986044,30.336912,56.58105,0.9135802,30.336912,56.58105,0.75202143,40.7666,77.44043,0.83652204,30.336912,77.44043,0.7608258,45.981445,106.12207,0.71589917,35.551758,111.336914,0.4177318,45.981445,134.80371,0.8160518,25.122068,51.366207,0.31466913,45.981445,132.19629,0.79925853,40.7666,134.80371,0.6824952,53.80371,181.7373,0.923938,48.588867,179.12988,0.76430607,64.2334,220.84863,0.5657985,79.87793,194.77441,0.6785308
14.958006,50.739254,0.861421,17.409178,45.83691,0.88989043,14.958006,45.83691,0.8430525,27.213865,43.38574,0.8892755,22.311522,43.38574,0.70204365,37.018555,60.54394,0.75093323,29.665037,60.54394,0.69868565,44.37207,89.95801,0.7504094,32.11621,89.95801,0.525955,46.823242,116.9209,0.6583732,41.9209,119.37207,0.22627328,44.37207,119.37207,0.8180314,39.469727,119.37207,0.7659244,49.274414,163.49316,0.8544009,44.37207,163.49316,0.85837615,76.237305,180.65137,0.8326036,61.530273,202.71191,0.8342437
33.47168,54.885746,0.9223189,33.47168,49.827152,0.8517676,30.942385,52.35645,0.85243756,38.530273,49.827152,0.88586456,36.000977,52.35645,0.65677667,53.706055,65.00294,0.86763823,33.47168,70.06152,0.8100903,63.823242,95.35449,0.85467905,38.530273,97.88379,0.7307832,71.41113,120.64746,0.89726335,51.176758,128.23535,0.24496275,58.76465,123.17676,0.8700351,48.64746,123.17676,0.8770443,61.293945,166.1748,0.9208374,58.76465,166.1748,0.83810776,86.586914,196.52637,0.76599467,81.52832,196.52637,0.69182044
29.188475,55.309566,0.8671623,31.737303,52.76074,0.88561195,29.188475,52.76074,0.8467133,39.38379,52.76074,0.8719629,34.286133,52.76074,0.73667526,54.676758,65.504875,0.8889745,31.737303,70.60254,0.9185586,64.87207,90.993164,0.85767084,39.38379,98.63965,0.7465454,75.06738,116.481445,0.88983226,52.12793,116.481445,0.18959819,59.774414,119.03027,0.8336818,47.030273,119.03027,0.8768334,62.323242,167.45801,0.85206515,59.774414,164.90918,0.80519825,82.71387,205.69043,0.93461233,80.16504,205.69043,0.7765583
24.883791,52.35645,0.9322685,27.413088,47.297855,0.94637537,22.354494,49.827152,0.92244637,35.000977,47.297855,0.90026295,27.413088,44.76856,0.6830114,47.64746,59.94434,0.8410229,29.942385,67.532234,0.79909503,65.35254,85.237305,0.88368917,32.47168,92.825195,0.704492,75.46973,108.00098,0.8966944,75.46973,108.00098,0.36175388,57.76465,115.58887,0.80550724,45.118164,118.118164,0.8021461,57.76465,158.58691,0.84028447,57.76465,158.58691,0.83971226,75.46973,204.11426,0.8782488,75.46973,201.58496,0.8053577
32.04492,47.11524,0.91792816,32.04492,44.595707,0.9333889,29.525393,47.11524,0.87442845,37.083984,44.595707,0.8603732,29.525393,44.595707,0.69731224,39.603516,59.712894,0.52385,49.68164,57.193363,0.55390465,69.83789,74.83008,0.5958834,67.31836,74.83008,0.6735467,79.916016,100.02539,0.7993513,79.916016,97.50586,0.6826402,57.240234,112.62305,0.69785243,52.20117,112.62305,0.7221425,62.279297,157.97461,0.8788148,62.279297,155.45508,0.8963298,79.916016,200.80664,0.85434675,77.396484,198.28711,0.82167953
29.188475,47.663082,0.84713495,31.737303,45.114254,0.8336956,29.188475,45.114254,0.86060333,31.737303,42.565426,0.842632,31.737303,42.565426,0.832571,47.030273,52.76074,0.48265448,24.090818,62.95605,0.5894075,67.4209,75.700195,0.5823728,67.4209,75.700195,0.6536676,80.16504,96.09082,0.59986824,80.16504,96.09082,0.85871917,57.225586,111.38379,0.6172787,52.12793,111.38379,0.7735467,59.774414,154.71387,0.8525652,59.774414,152.16504,0.90803564,77.61621,195.49512,0.77663606,72.518555,198.04395,0.7485064
33.838867,49.854496,0.5290169,33.838867,49.854496,0.5136024,33.838867,49.854496,0.5757488,25.840822,52.52051,0.7063062,33.838867,47.18848,0.84874874,28.506838,71.182625,0.6962183,47.168945,60.51856,0.74568814,28.506838,97.84277,0.60140353,68.49707,79.180664,0.86183006,39.1709,95.17676,0.33286372,81.82715,100.50879,0.8771801,41.836914,119.1709,0.7385274,60.499023,116.50488,0.81381565,60.499023,159.16113,0.79801494,60.499023,159.16113,0.8959174,79.16113,191.15332,0.8329375,68.49707,209.81543,0.7975284
24.61621,55.59082,0.9242369,27.301758,50.219727,0.96164775,21.930664,52.905273,0.9503238,32.67285,50.219727,0.9332857,21.930664,50.219727,0.8215311,43.41504,60.961914,0.7699003,24.61621,74.38965,0.80995846,67.58496,85.131836,0.78346777,29.987305,101.24512,0.8391843,81.012695,101.24512,0.8210412,35.3584,95.87402,0.51443475,56.842773,120.043945,0.8236401,48.786133,122.72949,0.7715425,59.52832,163.0127,0.8503578,56.842773,163.0127,0.8802421,64.899414,216.72363,0.58874464,78.32715,195.23926,0.64251494
25.065428,49.489254,0.9104679,25.065428,46.84277,0.91294736,22.418943,46.84277,0.8879105,30.358397,46.84277,0.86966735,25.065428,46.84277,0.84855306,43.59082,57.428707,0.53862095,19.772459,70.661125,0.59728044,62.11621,78.600586,0.72568166,27.711912,97.12598,0.56562763,80.6416,97.12598,0.8295134,80.6416,97.12598,0.6658421,54.176758,118.29785,0.74508846,48.88379,118.29785,0.7600421,56.823242,160.6416,0.8439145,56.823242,160.6416,0.8428122,77.99512,189.75293,0.5718097,77.99512,189.75293,0.66032803
28.987305,52.905273,0.8863338,28.987305,50.219727,0.8909322,26.301758,50.219727,0.87718457,26.301758,52.905273,0.78568774,28.987305,47.53418,0.75990045,26.301758,74.38965,0.76288956,45.100586,60.961914,0.7041273,26.301758,98.55957,0.5135429,63.899414,82.44629,0.8361464,80.012695,101.24512,0.43339434,80.012695,101.24512,0.88375074,39.729492,122.72949,0.7353441,50.47168,120.043945,0.7196952,58.52832,168.38379,0.7937624,58.52832,165.69824,0.80587727,74.6416,189.86816,0.75516456,66.58496,222.09473,0.7571155
30.1709,51.75098,0.9296455,32.79785,46.497074,0.9540342,24.916994,49.124027,0.9396618,38.051758,49.124027,0.9202728,19.663088,51.75098,0.9408709,48.55957,62.258793,0.8673219,22.290041,72.7666,0.8765015,64.32129,83.274414,0.9039327,30.1709,99.03613,0.764166,80.08301,101.663086,0.91660714,30.1709,99.03613,0.7498221,56.44043,122.67871,0.85055673,40.67871,122.67871,0.83893216,61.694336,169.96387,0.85447735,51.186523,167.33691,0.7870805,69.575195,219.87598,0.859198,77.456055,190.97949,0.87595725
33.09082,50.981445,0.958797,33.09082,45.805664,0.9412595,27.91504,48.393555,0.95606446,38.2666,45.805664,0.9525789,20.151367,50.981445,0.95829517,48.618164,58.745117,0.884531,22.739258,69.09668,0.89880675,64.14551,82.03613,0.905866,30.50293,94.975586,0.72060907,79.67285,100.15137,0.9230002,27.91504,94.975586,0.7935504,56.381836,120.85449,0.86756265,40.854492,123.44238,0.8624628,61.557617,167.43652,0.87812114,51.206055,167.43652,0.7970265,71.90918,211.43066,0.63480765,74.49707,188.13965,0.734628
